EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
12379.490,-268.673,12328.553,-178.242,-48.282,-671.069,102.599,155.704,-0.104,0.986,-0.123,0.275,2.167,0.549,60.000,4687.000,1.000
12343.566,-266.814,12292.426,-180.412,-49.076,-686.293,101.256,154.557,-0.103,0.987,-0.124,0.244,2.106,0.549,60.000,4688.000,1.000
12307.495,-264.245,12256.170,-182.000,-50.052,-703.585,99.743,153.336,-0.102,0.986,-0.121,0.214,2.136,0.610,60.000,4689.000,1.000
12271.648,-261.914,12220.192,-182.449,-50.790,-716.033,98.489,152.415,-0.101,0.985,-0.125,0.092,2.167,0.610,60.000,4690.000,1.000
12236.315,-260.400,12184.792,-181.153,-50.932,-720.146,97.849,152.050,-0.104,0.984,-0.123,0.122,2.075,0.549,60.000,4691.000,1.000
12201.511,-260.021,12149.983,-178.353,-50.418,-718.294,97.858,152.216,-0.103,0.987,-0.124,0.122,1.984,0.549,60.000,4692.000,1.000
12166.936,-260.893,12115.434,-175.168,-49.572,-715.878,98.160,152.566,-0.099,0.988,-0.121,0.031,2.045,0.427,60.000,4693.000,1.000
12132.138,-262.784,12080.672,-172.794,-48.913,-717.462,98.241,152.626,-0.101,0.986,-0.122,-0.061,2.075,0.458,60.000,4694.000,1.000
12096.846,-265.299,12045.427,-171.932,-48.776,-721.522,97.811,152.159,-0.100,0.982,-0.122,-0.061,2.136,0.397,60.000,4695.000,1.000
12060.966,-268.034,12009.600,-172.600,-49.278,-725.496,96.786,151.136,-0.101,0.980,-0.121,-0.031,2.106,0.458,60.000,4696.000,1.000
12024.673,-270.486,11973.324,-174.095,-50.232,-729.092,95.337,149.778,-0.104,0.979,-0.121,-0.061,2.014,0.488,60.000,4697.000,1.000
11988.371,-271.998,11936.960,-175.164,-51.202,-733.141,93.860,148.476,-0.103,0.979,-0.122,0.031,2.106,0.427,60.000,4698.000,1.000
11952.480,-272.160,11900.918,-174.775,-51.753,-738.258,92.758,147.585,-0.102,0.981,-0.124,0.122,2.075,0.458,60.000,4699.000,1.000
11917.243,-271.192,11865.484,-172.985,-51.653,-741.713,92.256,147.302,-0.099,0.985,-0.124,0.244,2.136,0.397,60.000,4700.000,1.000
11882.465,-269.659,11830.531,-170.798,-51.108,-742.192,92.157,147.434,-0.096,0.983,-0.124,0.244,2.197,0.458,60.000,4701.000,1.000
11847.696,-268.145,11795.673,-169.386,-50.560,-740.937,92.046,147.567,-0.096,0.984,-0.125,0.336,2.289,0.580,60.000,4702.000,1.000
11812.520,-267.180,11760.519,-169.524,-50.416,-739.519,91.555,147.301,-0.098,0.983,-0.122,0.366,2.441,0.580,60.000,4703.000,1.000
11776.747,-267.129,11724.843,-171.440,-50.870,-739.807,90.515,146.436,-0.099,0.984,-0.124,0.458,2.502,0.671,60.000,4704.000,1.000
11740.571,-267.967,11688.767,-174.811,-51.722,-741.486,89.117,145.154,-0.102,0.983,-0.125,0.488,2.502,0.580,60.000,4705.000,1.000
11704.279,-269.261,11652.523,-178.941,-52.655,-744.835,87.653,143.766,-0.104,0.983,-0.123,0.549,2.380,0.519,60.000,4706.000,1.000
11668.101,-270.543,11616.321,-183.236,-53.421,-749.717,86.367,142.544,-0.105,0.984,-0.124,0.519,2.380,0.275,60.000,4707.000,1.000
11632.193,-271.469,11580.330,-187.319,-53.862,-753.689,85.407,141.661,-0.105,0.983,-0.123,0.549,2.289,0.183,60.000,4708.000,1.000
11596.654,-271.800,11544.688,-190.690,-53.908,-755.285,84.824,141.191,-0.105,0.983,-0.124,0.519,2.289,0.092,60.000,4709.000,1.000
11561.578,-271.533,11509.530,-192.636,-53.509,-754.306,84.654,141.191,-0.104,0.984,-0.124,0.519,2.167,-0.092,60.000,4710.000,1.000
11526.836,-270.946,11474.739,-192.491,-52.836,-754.025,84.753,141.510,-0.104,0.983,-0.124,0.580,2.075,-0.183,60.000,4711.000,1.000
11492.086,-270.551,11439.977,-190.125,-52.218,-758.519,84.829,141.818,-0.103,0.985,-0.126,0.641,2.075,-0.214,60.000,4712.000,1.000
11456.968,-270.839,11404.901,-186.202,-51.960,-769.005,84.573,141.788,-0.102,0.987,-0.128,0.610,2.014,-0.153,60.000,4713.000,1.000
11421.321,-271.998,11369.344,-182.002,-52.176,-783.572,83.827,141.272,-0.100,0.988,-0.125,0.549,2.075,-0.122,60.000,4714.000,1.000
11385.283,-273.924,11333.392,-179.013,-52.737,-795.890,82.701,140.374,-0.099,0.987,-0.120,0.549,2.075,-0.031,60.000,4715.000,1.000
11348.973,-276.250,11297.100,-178.205,-53.583,-802.072,81.295,139.162,-0.101,0.988,-0.122,0.458,2.167,0.092,60.000,4716.000,1.000
11312.518,-278.329,11260.581,-179.461,-54.635,-803.424,79.731,137.737,-0.103,0.986,-0.121,0.397,2.167,0.214,60.000,4717.000,1.000
11276.226,-279.364,11224.182,-181.674,-55.584,-803.032,78.318,136.418,-0.103,0.988,-0.120,0.427,2.106,0.275,60.000,4718.000,1.000
11240.493,-278.914,11188.353,-183.555,-55.997,-803.460,77.457,135.639,-0.103,0.987,-0.123,0.488,2.228,0.397,60.000,4719.000,1.000
11205.551,-277.334,11153.360,-184.371,-55.595,-803.446,77.399,135.672,-0.104,0.987,-0.123,0.427,2.136,0.458,60.000,4720.000,1.000
11171.120,-275.489,11118.925,-184.047,-54.620,-802.230,77.874,136.262,-0.104,0.987,-0.119,0.397,2.167,0.519,60.000,4721.000,1.000
11136.625,-274.235,11084.455,-183.013,-53.626,-800.668,78.318,136.854,-0.102,0.984,-0.120,0.244,2.075,0.458,60.000,4722.000,1.000
11101.592,-274.061,11049.446,-181.938,-53.096,-799.089,78.263,136.968,-0.104,0.986,-0.120,0.275,2.106,0.458,60.000,4723.000,1.000
11065.858,-275.044,11013.710,-181.516,-53.229,-798.681,77.548,136.400,-0.104,0.985,-0.126,0.275,2.075,0.519,60.000,4724.000,1.000
11029.706,-277.003,10977.512,-182.317,-53.799,-799.838,76.419,135.380,-0.104,0.986,-0.127,0.244,2.014,0.458,60.000,4725.000,1.000
10993.587,-279.439,10941.300,-184.415,-54.402,-803.756,75.255,134.322,-0.104,0.987,-0.123,0.336,2.075,0.397,60.000,4726.000,1.000
10957.909,-281.576,10905.504,-187.351,-54.641,-810.409,74.424,133.643,-0.103,0.984,-0.123,0.336,2.075,0.275,60.000,4727.000,1.000
10922.794,-282.688,10870.297,-190.535,-54.357,-816.653,74.096,133.531,-0.103,0.985,-0.121,0.305,2.045,0.214,60.000,4728.000,1.000
10887.920,-282.402,10835.387,-193.380,-53.835,-820.460,74.037,133.734,-0.104,0.984,-0.122,0.244,1.984,0.183,60.000,4729.000,1.000
10852.818,-280.748,10800.288,-195.165,-53.519,-821.433,73.820,133.790,-0.101,0.982,-0.119,0.275,1.862,0.153,60.000,4730.000,1.000
10817.169,-278.056,10764.637,-195.086,-53.723,-822.320,73.094,133.325,-0.103,0.982,-0.122,0.214,2.014,0.122,60.000,4731.000,1.000
10781.056,-275.013,10728.486,-192.750,-54.378,-826.108,71.893,132.354,-0.102,0.983,-0.123,0.244,2.106,0.031,60.000,4732.000,1.000
10744.849,-272.530,10692.208,-188.526,-55.141,-832.789,70.573,131.216,-0.103,0.982,-0.123,0.336,1.923,-0.092,60.000,4733.000,1.000
10708.881,-271.298,10656.154,-183.479,-55.687,-841.139,69.489,130.258,-0.103,0.980,-0.123,0.458,1.831,-0.214,60.000,4734.000,1.000
10673.367,-271.393,10620.566,-179.017,-55.776,-847.797,68.894,129.745,-0.102,0.983,-0.122,0.397,1.831,-0.214,60.000,4735.000,1.000
10638.260,-272.231,10585.416,-176.261,-55.407,-851.331,68.777,129.680,-0.103,0.981,-0.123,0.427,1.892,-0.244,60.000,4736.000,1.000
10603.379,-273.035,10550.522,-175.593,-54.738,-853.119,68.953,129.903,-0.102,0.982,-0.118,0.458,1.831,-0.336,60.000,4737.000,1.000
10568.588,-273.366,10515.724,-176.688,-53.926,-854.564,69.239,130.261,-0.102,0.980,-0.120,0.366,1.831,-0.366,60.000,4738.000,1.000
10533.776,-273.267,10480.881,-178.880,-53.128,-857.039,69.471,130.613,-0.103,0.980,-0.123,0.488,1.862,-0.458,60.000,4739.000,1.000
10498.829,-273.118,10445.872,-181.540,-52.494,-859.494,69.513,130.817,-0.102,0.981,-0.123,0.580,1.770,-0.427,60.000,4740.000,1.000
10463.468,-273.319,10410.443,-184.195,-52.325,-861.774,69.085,130.570,-0.102,0.983,-0.123,0.549,1.801,-0.427,60.000,4741.000,1.000
10427.514,-274.007,10374.446,-186.497,-52.804,-865.098,68.012,129.681,-0.104,0.983,-0.124,0.610,1.831,-0.488,60.000,4742.000,1.000
10391.223,-274.813,10338.149,-188.025,-53.655,-869.252,66.584,128.412,-0.103,0.982,-0.124,0.488,1.801,-0.397,60.000,4743.000,1.000
10355.121,-275.104,10302.067,-188.406,-54.322,-873.498,65.370,127.318,-0.103,0.984,-0.121,0.580,1.709,-0.397,60.000,4744.000,1.000
10319.543,-274.724,10266.525,-187.784,-54.447,-875.627,64.730,126.773,-0.104,0.985,-0.120,0.580,1.709,-0.275,60.000,4745.000,1.000
10284.215,-274.161,10231.231,-186.855,-54.300,-875.896,64.369,126.517,-0.105,0.985,-0.122,0.610,1.709,-0.275,60.000,4746.000,1.000
10248.618,-274.087,10195.632,-186.466,-54.419,-876.969,63.716,126.001,-0.105,0.986,-0.124,0.641,1.709,-0.244,60.000,4747.000,1.000
10212.524,-274.811,10159.478,-187.089,-55.056,-880.060,62.521,124.973,-0.105,0.987,-0.125,0.580,1.709,-0.305,60.000,4748.000,1.000
10176.084,-276.023,10122.948,-188.312,-56.058,-885.097,60.967,123.606,-0.106,0.984,-0.125,0.580,1.709,-0.244,60.000,4749.000,1.000
10139.708,-277.031,10086.510,-188.934,-56.981,-889.325,59.507,122.347,-0.106,0.984,-0.124,0.549,1.587,-0.244,60.000,4750.000,1.000
10103.651,-277.232,10050.452,-187.747,-57.544,-891.369,58.411,121.428,-0.107,0.984,-0.121,0.549,1.495,-0.214,60.000,4751.000,1.000
10067.925,-276.566,10014.758,-184.526,-57.757,-891.836,57.676,120.788,-0.106,0.984,-0.124,0.671,1.587,-0.214,60.000,4752.000,1.000
10032.510,-275.480,9979.362,-180.314,-57.689,-890.253,57.252,120.363,-0.106,0.983,-0.120,0.763,1.495,-0.275,60.000,4753.000,1.000
9997.447,-274.392,9944.285,-176.656,-57.320,-886.905,57.151,120.218,-0.107,0.984,-0.126,0.702,1.404,-0.244,60.000,4754.000,1.000
9962.818,-273.295,9909.621,-174.580,-56.556,-882.162,57.441,120.504,-0.107,0.983,-0.126,0.641,1.373,-0.183,60.000,4755.000,1.000
9928.498,-271.846,9875.265,-174.144,-55.487,-878.410,58.021,121.169,-0.107,0.984,-0.125,0.610,1.373,-0.183,60.000,4756.000,1.000
9894.198,-269.927,9840.937,-174.795,-54.379,-878.675,58.635,121.949,-0.105,0.984,-0.124,0.702,1.434,-0.244,60.000,4757.000,1.000
9859.534,-268.011,9806.241,-175.960,-53.605,-883.497,58.901,122.410,-0.105,0.984,-0.123,0.702,1.404,-0.183,60.000,4758.000,1.000
9824.115,-266.863,9770.769,-177.287,-53.573,-892.155,58.389,122.078,-0.105,0.982,-0.121,0.702,1.465,-0.122,60.000,4759.000,1.000
9787.973,-266.876,9734.554,-178.603,-54.269,-901.043,57.100,120.944,-0.105,0.984,-0.124,0.610,1.404,-0.122,60.000,4760.000,1.000
9751.579,-267.706,9698.079,-179.857,-55.243,-907.458,55.504,119.501,-0.104,0.984,-0.125,0.732,1.434,-0.031,60.000,4761.000,1.000
9715.498,-268.678,9661.925,-181.151,-55.944,-911.621,54.190,118.374,-0.104,0.985,-0.124,0.732,1.556,0.000,60.000,4762.000,1.000
9680.044,-269.243,9626.419,-182.474,-56.066,-914.622,53.490,117.912,-0.105,0.987,-0.126,0.763,1.434,0.000,60.000,4763.000,1.000
9645.138,-269.123,9591.490,-183.457,-55.686,-918.394,53.333,118.021,-0.105,0.985,-0.126,0.763,1.465,0.061,60.000,4764.000,1.000
9610.514,-268.492,9556.863,-183.777,-55.061,-922.182,53.476,118.384,-0.104,0.985,-0.127,0.671,1.556,0.000,60.000,4765.000,1.000
9575.830,-267.770,9522.180,-183.372,-54.508,-924.896,53.596,118.624,-0.105,0.988,-0.125,0.671,1.709,0.183,60.000,4766.000,1.000
9540.923,-267.019,9487.288,-182.063,-54.132,-926.452,53.545,118.596,-0.102,0.987,-0.124,0.671,1.617,0.183,60.000,4767.000,1.000
9505.875,-265.854,9452.290,-179.529,-53.796,-926.194,53.400,118.434,-0.102,0.984,-0.123,0.580,1.678,0.214,60.000,4768.000,1.000
9470.703,-264.066,9417.198,-175.928,-53.493,-925.164,53.144,118.186,-0.100,0.985,-0.124,0.671,1.740,0.214,60.000,4769.000,1.000
9435.353,-261.932,9381.919,-172.034,-53.356,-924.085,52.676,117.791,-0.103,0.986,-0.124,0.519,1.801,0.244,60.000,4770.000,1.000
9399.796,-259.779,9346.382,-168.574,-53.508,-924.101,51.929,117.202,-0.105,0.987,-0.126,0.610,1.953,0.275,60.000,4771.000,1.000
9364.153,-257.848,9310.696,-165.932,-53.871,-925.754,51.022,116.521,-0.100,0.987,-0.127,0.427,1.984,0.336,60.000,4772.000,1.000
9328.598,-256.523,9275.054,-164.353,-54.252,-926.965,50.146,115.890,-0.102,0.985,-0.127,0.397,1.984,0.336,60.000,4773.000,1.000
9293.145,-256.260,9239.514,-163.905,-54.573,-927.146,49.344,115.302,-0.101,0.986,-0.124,0.366,2.045,0.336,60.000,4774.000,1.000
9257.758,-257.187,9204.071,-164.266,-54.811,-927.008,48.602,114.723,-0.101,0.987,-0.122,0.366,2.075,0.397,60.000,4775.000,1.000
9222.326,-258.853,9168.612,-164.797,-55.044,-928.990,47.851,114.077,-0.101,0.985,-0.122,0.336,2.197,0.488,60.000,4776.000,1.000
9186.731,-260.566,9133.002,-165.120,-55.379,-934.733,47.010,113.295,-0.102,0.986,-0.123,0.244,2.197,0.488,60.000,4777.000,1.000
9150.927,-261.797,9097.199,-165.408,-55.848,-941.831,46.043,112.373,-0.104,0.985,-0.126,0.275,2.228,0.427,60.000,4778.000,1.000
9114.937,-262.243,9061.251,-166.033,-56.426,-947.899,44.957,111.332,-0.101,0.984,-0.128,0.244,2.380,0.427,60.000,4779.000,1.000
9078.959,-261.906,9025.346,-167.198,-56.944,-951.419,43.912,110.325,-0.104,0.983,-0.125,0.214,2.441,0.580,60.000,4780.000,1.000
9043.227,-261.180,8989.676,-168.860,-57.237,-953.284,43.091,109.523,-0.103,0.986,-0.126,0.031,2.411,0.519,60.000,4781.000,1.000
9007.973,-260.840,8954.449,-170.960,-57.141,-954.554,42.681,109.127,-0.104,0.986,-0.125,0.183,2.533,0.610,60.000,4782.000,1.000
8973.275,-261.759,8919.756,-173.641,-56.601,-953.350,42.747,109.241,-0.105,0.985,-0.120,0.183,2.533,0.610,60.000,4783.000,1.000
8938.773,-264.380,8885.250,-177.165,-55.951,-949.988,42.939,109.551,-0.103,0.986,-0.123,0.183,2.625,0.671,60.000,4784.000,1.000
8903.947,-268.382,8850.408,-181.584,-55.666,-947.579,42.757,109.544,-0.105,0.986,-0.124,0.122,2.716,0.671,60.000,4785.000,1.000
8868.452,-272.853,8814.868,-186.384,-56.064,-950.779,41.861,108.830,-0.103,0.986,-0.123,0.183,2.686,0.732,60.000,4786.000,1.000
8832.287,-276.914,8778.615,-190.593,-57.129,-961.848,40.264,107.370,-0.102,0.985,-0.127,0.183,2.747,0.732,60.000,4787.000,1.000
8795.826,-279.957,8742.026,-193.152,-58.478,-977.221,38.364,105.533,-0.101,0.987,-0.125,0.244,2.716,0.580,60.000,4788.000,1.000
8759.656,-281.625,8705.718,-193.433,-59.512,-991.455,36.768,103.952,-0.104,0.984,-0.123,0.183,2.808,0.580,60.000,4789.000,1.000
8724.366,-282.064,8670.342,-191.830,-59.630,-998.710,36.070,103.281,-0.103,0.983,-0.126,0.153,2.777,0.519,60.000,4790.000,1.000
8690.044,-281.857,8636.039,-189.574,-58.736,-997.376,36.360,103.658,-0.103,0.984,-0.124,0.122,2.747,0.641,60.000,4791.000,1.000
8656.186,-281.604,8602.314,-187.901,-57.347,-991.356,37.126,104.572,-0.102,0.984,-0.124,0.153,2.808,0.610,60.000,4792.000,1.000
8622.095,-281.648,8568.414,-187.437,-56.190,-985.280,37.656,105.277,-0.101,0.985,-0.124,0.153,2.808,0.549,60.000,4793.000,1.000
8587.292,-282.001,8533.774,-188.097,-55.775,-982.828,37.466,105.257,-0.102,0.986,-0.122,0.183,2.838,0.549,60.000,4794.000,1.000
8551.859,-282.386,8498.398,-189.338,-56.060,-983.383,36.635,104.561,-0.102,0.985,-0.124,0.214,2.838,0.519,60.000,4795.000,1.000
8516.210,-282.336,8462.678,-190.481,-56.665,-985.213,35.567,103.571,-0.102,0.985,-0.123,0.183,2.930,0.519,60.000,4796.000,1.000
8480.776,-281.606,8427.088,-191.143,-57.157,-988.381,34.690,102.714,-0.102,0.984,-0.124,0.183,2.869,0.641,60.000,4797.000,1.000
8445.812,-280.454,8391.960,-191.476,-57.226,-992.428,34.271,102.291,-0.103,0.983,-0.122,0.275,2.869,0.702,60.000,4798.000,1.000
8411.216,-279.383,8357.259,-191.893,-56.898,-996.928,34.217,102.261,-0.104,0.984,-0.121,0.275,2.838,0.641,60.000,4799.000,1.000
8376.719,-278.764,8322.750,-192.697,-56.387,-999.565,34.250,102.389,-0.104,0.984,-0.123,0.275,2.777,0.671,60.000,4800.000,1.000
8342.046,-278.730,8288.158,-193.918,-55.965,-999.342,34.088,102.399,-0.105,0.983,-0.123,0.214,2.747,0.488,60.000,4801.000,1.000
8307.103,-279.367,8253.340,-195.420,-55.779,-998.560,33.630,102.170,-0.104,0.982,-0.120,0.244,2.777,0.519,60.000,4802.000,1.000
8272.028,-280.705,8218.355,-196.969,-55.763,-999.250,33.008,101.789,-0.103,0.982,-0.124,0.275,2.747,0.458,60.000,4803.000,1.000
8237.011,-282.502,8183.349,-198.257,-55.781,-1002.592,32.414,101.397,-0.103,0.983,-0.124,0.305,2.625,0.427,60.000,4804.000,1.000
8202.255,-284.309,8148.550,-199.181,-55.636,-1006.226,32.083,101.174,-0.102,0.981,-0.122,0.366,2.533,0.366,60.000,4805.000,1.000
8167.735,-285.624,8113.999,-200.014,-55.300,-1007.803,32.021,101.117,-0.101,0.982,-0.121,0.397,2.594,0.458,60.000,4806.000,1.000
8133.181,-286.084,8079.468,-201.149,-54.988,-1008.325,31.943,101.002,-0.102,0.981,-0.122,0.427,2.441,0.397,60.000,4807.000,1.000
8098.312,-285.733,8044.653,-202.719,-54.973,-1009.387,31.507,100.587,-0.103,0.982,-0.121,0.549,2.533,0.244,60.000,4808.000,1.000
8062.953,-285.058,8009.313,-204.499,-55.460,-1012.547,30.491,99.713,-0.104,0.980,-0.121,0.610,2.441,0.183,60.000,4809.000,1.000
8027.249,-284.470,7973.557,-205.808,-56.331,-1016.073,29.061,98.519,-0.105,0.980,-0.121,0.671,2.380,0.275,60.000,4810.000,1.000
7991.559,-283.768,7937.774,-205.508,-57.214,-1017.715,27.642,97.346,-0.105,0.981,-0.125,0.763,2.289,0.244,60.000,4811.000,1.000
7956.196,-282.591,7902.346,-202.925,-57.755,-1017.597,26.600,96.466,-0.104,0.983,-0.123,0.641,2.350,0.122,60.000,4812.000,1.000
7921.246,-281.093,7867.397,-198.610,-57.846,-1015.747,26.029,95.927,-0.104,0.982,-0.124,0.641,2.289,0.275,60.000,4813.000,1.000
7886.533,-279.738,7832.738,-193.804,-57.677,-1013.109,25.727,95.554,-0.105,0.984,-0.121,0.702,2.167,0.244,60.000,4814.000,1.000
7851.888,-278.844,7798.169,-189.647,-57.445,-1009.856,25.485,95.220,-0.104,0.983,-0.122,0.854,2.136,0.214,60.000,4815.000,1.000
7817.147,-278.398,7763.492,-186.795,-57.334,-1007.401,25.083,94.806,-0.102,0.982,-0.122,0.824,2.075,0.336,60.000,4816.000,1.000
7782.179,-278.095,7728.562,-185.303,-57.488,-1009.247,24.360,94.201,-0.103,0.984,-0.125,0.824,1.984,0.366,60.000,4817.000,1.000
7747.051,-277.451,7693.460,-184.742,-57.846,-1016.884,23.409,93.461,-0.102,0.986,-0.125,0.916,2.014,0.519,60.000,4818.000,1.000
7711.988,-276.149,7658.420,-184.660,-58.186,-1028.993,22.510,92.773,-0.102,0.986,-0.126,0.854,1.831,0.458,60.000,4819.000,1.000
7677.241,-274.425,7623.687,-185.039,-58.244,-1039.351,21.952,92.351,-0.105,0.987,-0.124,0.916,1.770,0.488,60.000,4820.000,1.000
7642.782,-272.914,7589.224,-186.111,-58.018,-1042.736,21.704,92.163,-0.104,0.985,-0.125,0.977,1.709,0.397,60.000,4821.000,1.000
7608.391,-272.155,7554.810,-187.944,-57.709,-1040.537,21.515,92.018,-0.104,0.986,-0.125,0.885,1.678,0.427,60.000,4822.000,1.000
7573.960,-272.272,7520.330,-190.283,-57.440,-1037.241,21.237,91.818,-0.103,0.983,-0.124,0.824,1.770,0.366,60.000,4823.000,1.000
7539.432,-273.077,7485.728,-192.733,-57.315,-1037.265,20.779,91.480,-0.102,0.982,-0.127,0.946,1.740,0.397,60.000,4824.000,1.000
7504.750,-274.473,7450.963,-195.192,-57.442,-1039.791,20.076,90.906,-0.100,0.981,-0.128,0.977,1.678,0.275,60.000,4825.000,1.000
7469.745,-276.435,7415.895,-197.838,-58.007,-1041.978,18.982,89.915,-0.101,0.979,-0.124,0.977,1.678,0.183,60.000,4826.000,1.000
7434.339,-278.667,7380.475,-200.680,-59.055,-1043.813,17.478,88.463,-0.100,0.979,-0.124,0.977,1.740,0.122,60.000,4827.000,1.000
7398.822,-280.440,7345.003,-203.103,-60.226,-1046.009,15.911,86.910,-0.100,0.984,-0.125,1.007,1.770,0.122,60.000,4828.000,1.000
7363.615,-280.957,7309.884,-203.853,-61.026,-1049.648,14.714,85.743,-0.098,0.986,-0.127,0.977,1.862,0.153,60.000,4829.000,1.000
7328.988,-280.064,7275.370,-201.882,-61.132,-1053.053,14.145,85.278,-0.097,0.987,-0.126,0.885,1.892,0.183,60.000,4830.000,1.000
7294.860,-278.335,7241.359,-197.277,-60.627,-1054.399,14.107,85.421,-0.097,0.986,-0.127,0.854,1.892,0.275,60.000,4831.000,1.000
7260.960,-276.515,7207.533,-191.375,-59.861,-1054.556,14.291,85.817,-0.098,0.984,-0.124,0.854,1.953,0.305,60.000,4832.000,1.000
7227.103,-274.981,7173.648,-185.918,-59.137,-1054.066,14.447,86.147,-0.099,0.983,-0.127,0.763,2.106,0.275,60.000,4833.000,1.000
7193.208,-273.621,7139.602,-182.011,-58.609,-1053.916,14.446,86.240,-0.098,0.982,-0.132,0.763,2.167,0.244,60.000,4834.000,1.000
7159.381,-272.172,7105.548,-179.710,-58.152,-1053.555,14.422,86.230,-0.099,0.981,-0.132,0.854,2.258,0.244,60.000,4835.000,1.000
7125.652,-270.558,7071.603,-178.270,-57.654,-1052.947,14.472,86.261,-0.098,0.982,-0.131,0.916,2.228,0.183,60.000,4836.000,1.000
7091.795,-269.117,7037.619,-176.963,-57.240,-1053.729,14.435,86.214,-0.102,0.984,-0.130,0.946,2.228,0.214,60.000,4837.000,1.000
7057.610,-268.360,7003.420,-175.701,-57.044,-1054.827,14.139,85.931,-0.102,0.986,-0.128,0.824,2.258,0.214,60.000,4838.000,1.000
7023.128,-268.416,6969.009,-174.896,-57.051,-1054.582,13.598,85.411,-0.104,0.988,-0.130,0.946,2.197,0.000,60.000,4839.000,1.000
6988.648,-269.009,6934.625,-174.995,-57.038,-1051.823,13.060,84.883,-0.106,0.989,-0.130,0.824,2.228,-0.122,60.000,4840.000,1.000
6954.407,-269.864,6900.434,-176.109,-56.849,-1048.169,12.694,84.521,-0.108,0.989,-0.126,0.641,2.106,-0.244,60.000,4841.000,1.000
6920.394,-271.004,6866.385,-178.108,-56.533,-1047.087,12.450,84.302,-0.108,0.990,-0.128,0.580,2.106,-0.275,60.000,4842.000,1.000
6886.505,-272.573,6832.399,-180.914,-56.184,-1048.564,12.252,84.163,-0.107,0.991,-0.127,0.580,1.984,-0.397,60.000,4843.000,1.000
6852.646,-274.378,6798.450,-184.553,-55.862,-1051.427,12.078,84.058,-0.108,0.992,-0.127,0.427,1.862,-0.519,60.000,4844.000,1.000
6818.852,-275.722,6764.640,-189.019,-55.500,-1053.886,12.010,84.054,-0.109,0.991,-0.127,0.366,1.831,-0.580,60.000,4845.000,1.000
6785.143,-275.632,6731.010,-193.967,-55.064,-1055.398,12.044,84.177,-0.107,0.990,-0.126,0.244,1.770,-0.580,60.000,4846.000,1.000
6751.517,-273.501,6697.530,-198.560,-54.549,-1056.533,12.131,84.410,-0.106,0.991,-0.123,0.244,1.648,-0.641,60.000,4847.000,1.000
6718.055,-269.648,6664.230,-201.597,-53.864,-1055.129,12.331,84.790,-0.105,0.989,-0.124,0.122,1.526,-0.671,60.000,4848.000,1.000
6684.653,-265.231,6630.964,-201.849,-53.115,-1050.513,12.551,85.169,-0.104,0.986,-0.123,0.031,1.556,-0.580,60.000,4849.000,1.000
6651.004,-261.691,6597.399,-198.750,-52.631,-1044.558,12.507,85.209,-0.103,0.986,-0.127,-0.061,1.526,-0.580,60.000,4850.000,1.000
6616.827,-260.037,6563.243,-192.893,-52.734,-1041.084,11.928,84.624,-0.101,0.986,-0.127,-0.061,1.373,-0.549,60.000,4851.000,1.000
6582.203,-260.406,6528.581,-185.925,-53.368,-1043.219,10.881,83.507,-0.102,0.983,-0.128,-0.122,1.434,-0.427,60.000,4852.000,1.000
6547.553,-262.043,6493.854,-179.923,-54.102,-1049.086,9.759,82.295,-0.103,0.983,-0.125,-0.122,1.465,-0.397,60.000,4853.000,1.000
6513.131,-263.687,6459.342,-176.470,-54.631,-1055.833,8.788,81.274,-0.101,0.985,-0.126,-0.244,1.648,-0.214,60.000,4854.000,1.000
6478.974,-264.322,6425.095,-175.936,-54.858,-1060.574,8.009,80.532,-0.100,0.984,-0.126,-0.275,1.648,-0.153,60.000,4855.000,1.000
6445.035,-263.623,6391.066,-177.319,-54.809,-1062.176,7.423,80.084,-0.101,0.983,-0.124,-0.183,1.648,0.031,60.000,4856.000,1.000
6411.281,-261.860,6357.235,-178.795,-54.540,-1062.282,7.062,79.926,-0.102,0.980,-0.125,-0.244,1.801,0.000,60.000,4857.000,1.000
6377.771,-259.456,6323.691,-178.599,-54.040,-1061.318,7.010,80.084,-0.102,0.983,-0.128,-0.122,1.923,0.000,60.000,4858.000,1.000
6344.474,-256.761,6290.440,-175.937,-53.364,-1059.773,7.211,80.461,-0.100,0.982,-0.124,-0.031,1.892,0.000,60.000,4859.000,1.000
6311.222,-254.365,6257.299,-171.682,-52.688,-1057.390,7.445,80.824,-0.099,0.981,-0.125,-0.031,1.923,-0.031,60.000,4860.000,1.000
6277.710,-253.055,6223.898,-167.900,-52.326,-1054.773,7.358,80.829,-0.099,0.982,-0.126,-0.031,1.984,-0.031,60.000,4861.000,1.000
6243.776,-253.316,6190.019,-166.450,-52.453,-1054.014,6.774,80.305,-0.101,0.983,-0.125,-0.153,2.045,-0.031,60.000,4862.000,1.000
6209.619,-255.070,6155.838,-168.030,-52.885,-1054.385,5.905,79.460,-0.099,0.982,-0.125,0.000,2.167,-0.122,60.000,4863.000,1.000
6175.478,-257.752,6121.612,-172.139,-53.377,-1054.846,5.011,78.562,-0.101,0.983,-0.125,-0.031,2.136,-0.061,60.000,4864.000,1.000
